Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,PAGEIND,137325,OPTSTK,CE,34500,PAGE INDUSTRIES LTD,PAGEIND APR 34500 CE,PAGEIND28APR26C34500,2026-04-28,15,0.05
NFO,nse_fo,PAGEIND,137326,OPTSTK,PE,34500,PAGE INDUSTRIES LTD,PAGEIND APR 34500 PE,PAGEIND28APR26P34500,2026-04-28,15,0.05
NFO,nse_fo,PAGEIND,137327,OPTSTK,CE,35500,PAGE INDUSTRIES LTD,PAGEIND APR 35500 CE,PAGEIND28APR26C35500,2026-04-28,15,0.05
NFO,nse_fo,PAGEIND,137328,OPTSTK,PE,35500,PAGE INDUSTRIES LTD,PAGEIND APR 35500 PE,PAGEIND28APR26P35500,2026-04-28,15,0.05
NFO,nse_fo,LT,137346,OPTSTK,PE,4280,LARSEN & TOUBRO LTD.,LT APR 4280 PE,LT28APR26P4280,2026-04-28,175,0.05
NFO,nse_fo,LT,137347,OPTSTK,CE,4320,LARSEN & TOUBRO LTD.,LT APR 4320 CE,LT28APR26C4320,2026-04-28,175,0.05
NFO,nse_fo,LT,137357,OPTSTK,PE,4320,LARSEN & TOUBRO LTD.,LT APR 4320 PE,LT28APR26P4320,2026-04-28,175,0.05
NFO,nse_fo,LT,137358,OPTSTK,CE,4360,LARSEN & TOUBRO LTD.,LT APR 4360 CE,LT28APR26C4360,2026-04-28,175,0.05
NFO,nse_fo,LT,137359,OPTSTK,PE,4360,LARSEN & TOUBRO LTD.,LT APR 4360 PE,LT28APR26P4360,2026-04-28,175,0.05
NFO,nse_fo,LT,137360,OPTSTK,CE,4400,LARSEN & TOUBRO LTD.,LT APR 4400 CE,LT28APR26C4400,2026-04-28,175,0.05
NFO,nse_fo,LT,137361,OPTSTK,PE,4400,LARSEN & TOUBRO LTD.,LT APR 4400 PE,LT28APR26P4400,2026-04-28,175,0.05
NFO,nse_fo,LT,137362,OPTSTK,CE,4440,LARSEN & TOUBRO LTD.,LT APR 4440 CE,LT28APR26C4440,2026-04-28,175,0.05
NFO,nse_fo,LT,137363,OPTSTK,PE,4440,LARSEN & TOUBRO LTD.,LT APR 4440 PE,LT28APR26P4440,2026-04-28,175,0.05
NFO,nse_fo,LT,137364,OPTSTK,CE,4480,LARSEN & TOUBRO LTD.,LT APR 4480 CE,LT28APR26C4480,2026-04-28,175,0.05
NFO,nse_fo,LT,137365,OPTSTK,PE,4480,LARSEN & TOUBRO LTD.,LT APR 4480 PE,LT28APR26P4480,2026-04-28,175,0.05
NFO,nse_fo,LT,137366,OPTSTK,CE,4520,LARSEN & TOUBRO LTD.,LT APR 4520 CE,LT28APR26C4520,2026-04-28,175,0.05
NFO,nse_fo,LT,137367,OPTSTK,PE,4520,LARSEN & TOUBRO LTD.,LT APR 4520 PE,LT28APR26P4520,2026-04-28,175,0.05
NFO,nse_fo,LT,137368,OPTSTK,CE,4560,LARSEN & TOUBRO LTD.,LT APR 4560 CE,LT28APR26C4560,2026-04-28,175,0.05
NFO,nse_fo,LT,137369,OPTSTK,PE,4560,LARSEN & TOUBRO LTD.,LT APR 4560 PE,LT28APR26P4560,2026-04-28,175,0.05
NFO,nse_fo,LT,137370,OPTSTK,CE,4640,LARSEN & TOUBRO LTD.,LT APR 4640 CE,LT28APR26C4640,2026-04-28,175,0.05
NFO,nse_fo,LT,137371,OPTSTK,PE,4640,LARSEN & TOUBRO LTD.,LT APR 4640 PE,LT28APR26P4640,2026-04-28,175,0.05
NFO,nse_fo,LT,137372,OPTSTK,CE,4720,LARSEN & TOUBRO LTD.,LT APR 4720 CE,LT28APR26C4720,2026-04-28,175,0.05
NFO,nse_fo,LT,137373,OPTSTK,PE,4720,LARSEN & TOUBRO LTD.,LT APR 4720 PE,LT28APR26P4720,2026-04-28,175,0.05
NFO,nse_fo,LT,137374,OPTSTK,CE,4800,LARSEN & TOUBRO LTD.,LT APR 4800 CE,LT28APR26C4800,2026-04-28,175,0.05
NFO,nse_fo,LTF,137396,OPTSTK,CE,215,L&T FINANCE LIMITED,LTF MAR 215 CE,LTF30MAR26C215,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137397,OPTSTK,PE,215,L&T FINANCE LIMITED,LTF MAR 215 PE,LTF30MAR26P215,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137398,OPTSTK,CE,225,L&T FINANCE LIMITED,LTF MAR 225 CE,LTF30MAR26C225,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137399,OPTSTK,PE,225,L&T FINANCE LIMITED,LTF MAR 225 PE,LTF30MAR26P225,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137400,OPTSTK,CE,235,L&T FINANCE LIMITED,LTF MAR 235 CE,LTF30MAR26C235,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137401,OPTSTK,PE,235,L&T FINANCE LIMITED,LTF MAR 235 PE,LTF30MAR26P235,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137402,OPTSTK,CE,245,L&T FINANCE LIMITED,LTF MAR 245 CE,LTF30MAR26C245,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137403,OPTSTK,PE,245,L&T FINANCE LIMITED,LTF MAR 245 PE,LTF30MAR26P245,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137404,OPTSTK,CE,255,L&T FINANCE LIMITED,LTF MAR 255 CE,LTF30MAR26C255,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137405,OPTSTK,PE,255,L&T FINANCE LIMITED,LTF MAR 255 PE,LTF30MAR26P255,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137406,OPTSTK,CE,265,L&T FINANCE LIMITED,LTF MAR 265 CE,LTF30MAR26C265,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137407,OPTSTK,PE,265,L&T FINANCE LIMITED,LTF MAR 265 PE,LTF30MAR26P265,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137408,OPTSTK,CE,275,L&T FINANCE LIMITED,LTF MAR 275 CE,LTF30MAR26C275,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137423,OPTSTK,PE,275,L&T FINANCE LIMITED,LTF MAR 275 PE,LTF30MAR26P275,2026-03-30,2250,0.05
NFO,nse_fo,PAGEIND,137518,OPTSTK,CE,24000,PAGE INDUSTRIES LTD,PAGEIND MAY 24000 CE,PAGEIND26MAY26C24000,2026-05-26,15,0.05
NFO,nse_fo,LTF,137529,OPTSTK,CE,285,L&T FINANCE LIMITED,LTF MAR 285 CE,LTF30MAR26C285,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137530,OPTSTK,PE,285,L&T FINANCE LIMITED,LTF MAR 285 PE,LTF30MAR26P285,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137531,OPTSTK,CE,295,L&T FINANCE LIMITED,LTF MAR 295 CE,LTF30MAR26C295,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137532,OPTSTK,PE,295,L&T FINANCE LIMITED,LTF MAR 295 PE,LTF30MAR26P295,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137533,OPTSTK,CE,305,L&T FINANCE LIMITED,LTF MAR 305 CE,LTF30MAR26C305,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137534,OPTSTK,PE,305,L&T FINANCE LIMITED,LTF MAR 305 PE,LTF30MAR26P305,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137535,OPTSTK,CE,315,L&T FINANCE LIMITED,LTF MAR 315 CE,LTF30MAR26C315,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137536,OPTSTK,PE,315,L&T FINANCE LIMITED,LTF MAR 315 PE,LTF30MAR26P315,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137537,OPTSTK,CE,325,L&T FINANCE LIMITED,LTF MAR 325 CE,LTF30MAR26C325,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137538,OPTSTK,PE,325,L&T FINANCE LIMITED,LTF MAR 325 PE,LTF30MAR26P325,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137539,OPTSTK,CE,335,L&T FINANCE LIMITED,LTF MAR 335 CE,LTF30MAR26C335,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137540,OPTSTK,PE,335,L&T FINANCE LIMITED,LTF MAR 335 PE,LTF30MAR26P335,2026-03-30,2250,0.05
NFO,nse_fo,LTF,137555,OPTSTK,CE,200,L&T FINANCE LIMITED,LTF APR 200 CE,LTF28APR26C200,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137556,OPTSTK,PE,200,L&T FINANCE LIMITED,LTF APR 200 PE,LTF28APR26P200,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137557,OPTSTK,CE,210,L&T FINANCE LIMITED,LTF APR 210 CE,LTF28APR26C210,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137558,OPTSTK,PE,210,L&T FINANCE LIMITED,LTF APR 210 PE,LTF28APR26P210,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137559,OPTSTK,CE,220,L&T FINANCE LIMITED,LTF APR 220 CE,LTF28APR26C220,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137560,OPTSTK,PE,220,L&T FINANCE LIMITED,LTF APR 220 PE,LTF28APR26P220,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137561,OPTSTK,CE,230,L&T FINANCE LIMITED,LTF APR 230 CE,LTF28APR26C230,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137562,OPTSTK,PE,230,L&T FINANCE LIMITED,LTF APR 230 PE,LTF28APR26P230,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137563,OPTSTK,CE,240,L&T FINANCE LIMITED,LTF APR 240 CE,LTF28APR26C240,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137564,OPTSTK,PE,240,L&T FINANCE LIMITED,LTF APR 240 PE,LTF28APR26P240,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137565,OPTSTK,CE,250,L&T FINANCE LIMITED,LTF APR 250 CE,LTF28APR26C250,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137566,OPTSTK,PE,250,L&T FINANCE LIMITED,LTF APR 250 PE,LTF28APR26P250,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137567,OPTSTK,CE,260,L&T FINANCE LIMITED,LTF APR 260 CE,LTF28APR26C260,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137568,OPTSTK,PE,260,L&T FINANCE LIMITED,LTF APR 260 PE,LTF28APR26P260,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137569,OPTSTK,CE,270,L&T FINANCE LIMITED,LTF APR 270 CE,LTF28APR26C270,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137570,OPTSTK,PE,270,L&T FINANCE LIMITED,LTF APR 270 PE,LTF28APR26P270,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137571,OPTSTK,CE,280,L&T FINANCE LIMITED,LTF APR 280 CE,LTF28APR26C280,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137572,OPTSTK,PE,280,L&T FINANCE LIMITED,LTF APR 280 PE,LTF28APR26P280,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137573,OPTSTK,CE,290,L&T FINANCE LIMITED,LTF APR 290 CE,LTF28APR26C290,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137574,OPTSTK,PE,290,L&T FINANCE LIMITED,LTF APR 290 PE,LTF28APR26P290,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137575,OPTSTK,CE,300,L&T FINANCE LIMITED,LTF APR 300 CE,LTF28APR26C300,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137576,OPTSTK,PE,300,L&T FINANCE LIMITED,LTF APR 300 PE,LTF28APR26P300,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137577,OPTSTK,CE,310,L&T FINANCE LIMITED,LTF APR 310 CE,LTF28APR26C310,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137578,OPTSTK,PE,310,L&T FINANCE LIMITED,LTF APR 310 PE,LTF28APR26P310,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137579,OPTSTK,CE,320,L&T FINANCE LIMITED,LTF APR 320 CE,LTF28APR26C320,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137580,OPTSTK,PE,320,L&T FINANCE LIMITED,LTF APR 320 PE,LTF28APR26P320,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137581,OPTSTK,CE,330,L&T FINANCE LIMITED,LTF APR 330 CE,LTF28APR26C330,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137582,OPTSTK,PE,330,L&T FINANCE LIMITED,LTF APR 330 PE,LTF28APR26P330,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137583,OPTSTK,CE,340,L&T FINANCE LIMITED,LTF APR 340 CE,LTF28APR26C340,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137584,OPTSTK,PE,340,L&T FINANCE LIMITED,LTF APR 340 PE,LTF28APR26P340,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137585,OPTSTK,CE,350,L&T FINANCE LIMITED,LTF APR 350 CE,LTF28APR26C350,2026-04-28,2250,0.05
NFO,nse_fo,LTF,137586,OPTSTK,PE,350,L&T FINANCE LIMITED,LTF APR 350 PE,LTF28APR26P350,2026-04-28,2250,0.05
NFO,nse_fo,LTM,137595,OPTSTK,CE,3300,LTIMINDTREE LIMITED,LTM MAR 3300 CE,LTM30MAR26C3300,2026-03-30,150,0.05
NFO,nse_fo,LTM,137596,OPTSTK,PE,3300,LTIMINDTREE LIMITED,LTM MAR 3300 PE,LTM30MAR26P3300,2026-03-30,150,0.05
NFO,nse_fo,LTM,137597,OPTSTK,CE,3500,LTIMINDTREE LIMITED,LTM MAR 3500 CE,LTM30MAR26C3500,2026-03-30,150,0.05
NFO,nse_fo,LTM,137598,OPTSTK,PE,3500,LTIMINDTREE LIMITED,LTM MAR 3500 PE,LTM30MAR26P3500,2026-03-30,150,0.05
NFO,nse_fo,LTM,137599,OPTSTK,CE,3700,LTIMINDTREE LIMITED,LTM MAR 3700 CE,LTM30MAR26C3700,2026-03-30,150,0.05
NFO,nse_fo,LTM,137600,OPTSTK,PE,3700,LTIMINDTREE LIMITED,LTM MAR 3700 PE,LTM30MAR26P3700,2026-03-30,150,0.05
NFO,nse_fo,LTM,137601,OPTSTK,CE,3900,LTIMINDTREE LIMITED,LTM MAR 3900 CE,LTM30MAR26C3900,2026-03-30,150,0.05
NFO,nse_fo,LTM,137602,OPTSTK,PE,3900,LTIMINDTREE LIMITED,LTM MAR 3900 PE,LTM30MAR26P3900,2026-03-30,150,0.05
NFO,nse_fo,PAGEIND,137603,OPTSTK,PE,24000,PAGE INDUSTRIES LTD,PAGEIND MAY 24000 PE,PAGEIND26MAY26P24000,2026-05-26,15,0.05
NFO,nse_fo,LTM,137605,OPTSTK,CE,4250,LTIMINDTREE LIMITED,LTM MAR 4250 CE,LTM30MAR26C4250,2026-03-30,150,0.05
NFO,nse_fo,LTM,137606,OPTSTK,PE,4250,LTIMINDTREE LIMITED,LTM MAR 4250 PE,LTM30MAR26P4250,2026-03-30,150,0.05
NFO,nse_fo,LTM,137607,OPTSTK,CE,4350,LTIMINDTREE LIMITED,LTM MAR 4350 CE,LTM30MAR26C4350,2026-03-30,150,0.05
NFO,nse_fo,LTM,137608,OPTSTK,PE,4350,LTIMINDTREE LIMITED,LTM MAR 4350 PE,LTM30MAR26P4350,2026-03-30,150,0.05
NFO,nse_fo,LTM,137609,OPTSTK,CE,4450,LTIMINDTREE LIMITED,LTM MAR 4450 CE,LTM30MAR26C4450,2026-03-30,150,0.05
NFO,nse_fo,LTM,137610,OPTSTK,PE,4450,LTIMINDTREE LIMITED,LTM MAR 4450 PE,LTM30MAR26P4450,2026-03-30,150,0.05
NFO,nse_fo,LTM,137611,OPTSTK,CE,4550,LTIMINDTREE LIMITED,LTM MAR 4550 CE,LTM30MAR26C4550,2026-03-30,150,0.05
NFO,nse_fo,LTM,137612,OPTSTK,PE,4550,LTIMINDTREE LIMITED,LTM MAR 4550 PE,LTM30MAR26P4550,2026-03-30,150,0.05
NFO,nse_fo,LTM,137613,OPTSTK,CE,4650,LTIMINDTREE LIMITED,LTM MAR 4650 CE,LTM30MAR26C4650,2026-03-30,150,0.05
NFO,nse_fo,LTM,137614,OPTSTK,PE,4650,LTIMINDTREE LIMITED,LTM MAR 4650 PE,LTM30MAR26P4650,2026-03-30,150,0.05
NFO,nse_fo,LTM,137615,OPTSTK,CE,4750,LTIMINDTREE LIMITED,LTM MAR 4750 CE,LTM30MAR26C4750,2026-03-30,150,0.05
NFO,nse_fo,LTM,137616,OPTSTK,PE,4750,LTIMINDTREE LIMITED,LTM MAR 4750 PE,LTM30MAR26P4750,2026-03-30,150,0.05
NFO,nse_fo,PAGEIND,137622,OPTSTK,CE,26000,PAGE INDUSTRIES LTD,PAGEIND MAY 26000 CE,PAGEIND26MAY26C26000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137623,OPTSTK,PE,26000,PAGE INDUSTRIES LTD,PAGEIND MAY 26000 PE,PAGEIND26MAY26P26000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137628,OPTSTK,CE,27000,PAGE INDUSTRIES LTD,PAGEIND MAY 27000 CE,PAGEIND26MAY26C27000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137629,OPTSTK,PE,27000,PAGE INDUSTRIES LTD,PAGEIND MAY 27000 PE,PAGEIND26MAY26P27000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137630,OPTSTK,CE,28000,PAGE INDUSTRIES LTD,PAGEIND MAY 28000 CE,PAGEIND26MAY26C28000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137631,OPTSTK,PE,28000,PAGE INDUSTRIES LTD,PAGEIND MAY 28000 PE,PAGEIND26MAY26P28000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137636,OPTSTK,CE,29000,PAGE INDUSTRIES LTD,PAGEIND MAY 29000 CE,PAGEIND26MAY26C29000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137637,OPTSTK,PE,29000,PAGE INDUSTRIES LTD,PAGEIND MAY 29000 PE,PAGEIND26MAY26P29000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137638,OPTSTK,CE,30000,PAGE INDUSTRIES LTD,PAGEIND MAY 30000 CE,PAGEIND26MAY26C30000,2026-05-26,15,0.05
NFO,nse_fo,PAGEIND,137639,OPTSTK,PE,30000,PAGE INDUSTRIES LTD,PAGEIND MAY 30000 PE,PAGEIND26MAY26P30000,2026-05-26,15,0.05
NFO,nse_fo,MAXHEALTH,137656,OPTSTK,CE,800,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 800 CE,MAXHEALTH30MAR26C800,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137657,OPTSTK,PE,800,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 800 PE,MAXHEALTH30MAR26P800,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137658,OPTSTK,CE,820,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 820 CE,MAXHEALTH30MAR26C820,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137659,OPTSTK,PE,820,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 820 PE,MAXHEALTH30MAR26P820,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137660,OPTSTK,CE,840,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 840 CE,MAXHEALTH30MAR26C840,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137661,OPTSTK,PE,840,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 840 PE,MAXHEALTH30MAR26P840,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137662,OPTSTK,CE,860,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 860 CE,MAXHEALTH30MAR26C860,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137663,OPTSTK,PE,860,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 860 PE,MAXHEALTH30MAR26P860,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137664,OPTSTK,CE,880,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 880 CE,MAXHEALTH30MAR26C880,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137665,OPTSTK,PE,880,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 880 PE,MAXHEALTH30MAR26P880,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137666,OPTSTK,CE,900,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 900 CE,MAXHEALTH30MAR26C900,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137667,OPTSTK,PE,900,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 900 PE,MAXHEALTH30MAR26P900,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137668,OPTSTK,CE,920,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 920 CE,MAXHEALTH30MAR26C920,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137669,OPTSTK,PE,920,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 920 PE,MAXHEALTH30MAR26P920,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137670,OPTSTK,CE,940,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 940 CE,MAXHEALTH30MAR26C940,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137671,OPTSTK,PE,940,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 940 PE,MAXHEALTH30MAR26P940,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137672,OPTSTK,CE,960,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 960 CE,MAXHEALTH30MAR26C960,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137673,OPTSTK,PE,960,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 960 PE,MAXHEALTH30MAR26P960,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137674,OPTSTK,CE,980,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 980 CE,MAXHEALTH30MAR26C980,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137675,OPTSTK,PE,980,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 980 PE,MAXHEALTH30MAR26P980,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137676,OPTSTK,CE,1000,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1000 CE,MAXHEALTH30MAR26C1000,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137677,OPTSTK,PE,1000,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1000 PE,MAXHEALTH30MAR26P1000,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137678,OPTSTK,CE,1020,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1020 CE,MAXHEALTH30MAR26C1020,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137679,OPTSTK,PE,1020,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1020 PE,MAXHEALTH30MAR26P1020,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137680,OPTSTK,CE,1040,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1040 CE,MAXHEALTH30MAR26C1040,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137681,OPTSTK,PE,1040,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1040 PE,MAXHEALTH30MAR26P1040,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137682,OPTSTK,CE,1060,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1060 CE,MAXHEALTH30MAR26C1060,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137683,OPTSTK,PE,1060,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1060 PE,MAXHEALTH30MAR26P1060,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137684,OPTSTK,CE,1080,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1080 CE,MAXHEALTH30MAR26C1080,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137685,OPTSTK,PE,1080,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1080 PE,MAXHEALTH30MAR26P1080,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137686,OPTSTK,CE,1100,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1100 CE,MAXHEALTH30MAR26C1100,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137687,OPTSTK,PE,1100,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1100 PE,MAXHEALTH30MAR26P1100,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137688,OPTSTK,CE,1120,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1120 CE,MAXHEALTH30MAR26C1120,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137689,OPTSTK,PE,1120,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1120 PE,MAXHEALTH30MAR26P1120,2026-03-30,525,0.05
NFO,nse_fo,MAXHEALTH,137690,OPTSTK,CE,1140,MAX HEALTHCARE INS LTD,MAXHEALTH MAR 1140 CE,MAXHEALTH30MAR26C1140,2026-03-30,525,0.05
NFO,nse_fo,LTM,137691,OPTSTK,CE,4850,LTIMINDTREE LIMITED,LTM MAR 4850 CE,LTM30MAR26C4850,2026-03-30,150,0.05
NFO,nse_fo,LTM,137692,OPTSTK,PE,4850,LTIMINDTREE LIMITED,LTM MAR 4850 PE,LTM30MAR26P4850,2026-03-30,150,0.05
NFO,nse_fo,LTM,137693,OPTSTK,CE,4950,LTIMINDTREE LIMITED,LTM MAR 4950 CE,LTM30MAR26C4950,2026-03-30,150,0.05
NFO,nse_fo,LTM,137694,OPTSTK,PE,4950,LTIMINDTREE LIMITED,LTM MAR 4950 PE,LTM30MAR26P4950,2026-03-30,150,0.05
NFO,nse_fo,LTM,137695,OPTSTK,CE,5050,LTIMINDTREE LIMITED,LTM MAR 5050 CE,LTM30MAR26C5050,2026-03-30,150,0.05
NFO,nse_fo,LTM,137696,OPTSTK,PE,5050,LTIMINDTREE LIMITED,LTM MAR 5050 PE,LTM30MAR26P5050,2026-03-30,150,0.05
NFO,nse_fo,LTM,137697,OPTSTK,CE,5150,LTIMINDTREE LIMITED,LTM MAR 5150 CE,LTM30MAR26C5150,2026-03-30,150,0.05
NFO,nse_fo,LTM,137698,OPTSTK,PE,5150,LTIMINDTREE LIMITED,LTM MAR 5150 PE,LTM30MAR26P5150,2026-03-30,150,0.05
NFO,nse_fo,LTM,137699,OPTSTK,CE,5250,LTIMINDTREE LIMITED,LTM MAR 5250 CE,LTM30MAR26C5250,2026-03-30,150,0.05
NFO,nse_fo,LTM,137700,OPTSTK,PE,5250,LTIMINDTREE LIMITED,LTM MAR 5250 PE,LTM30MAR26P5250,2026-03-30,150,0.05
NFO,nse_fo,LTM,137701,OPTSTK,CE,5350,LTIMINDTREE LIMITED,LTM MAR 5350 CE,LTM30MAR26C5350,2026-03-30,150,0.05
NFO,nse_fo,LTM,137702,OPTSTK,PE,5350,LTIMINDTREE LIMITED,LTM MAR 5350 PE,LTM30MAR26P5350,2026-03-30,150,0.05
NFO,nse_fo,LTM,137703,OPTSTK,CE,5450,LTIMINDTREE LIMITED,LTM MAR 5450 CE,LTM30MAR26C5450,2026-03-30,150,0.05
NFO,nse_fo,LTM,137704,OPTSTK,PE,5450,LTIMINDTREE LIMITED,LTM MAR 5450 PE,LTM30MAR26P5450,2026-03-30,150,0.05
